action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,24958250,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'Selectivity number of off-targets', 'standard_units': None, 'standard_value': '2.0', 'text_value': None, 'type': 'Selectivity number of off-targets', 'units': None, 'value': '2.0'}, {'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'Selectivity number of targets', 'standard_units': None, 'standard_value': '31.0', 'text_value': None, 'type': 'Selectivity number of targets', 'units': None, 'value': '31.0'}, {'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'In-vitro potency (all targets >30 µM with exception of ACES, H3, M2, NET)', 'standard_type': 'Selectivity Remarks', 'standard_units': None, 'standard_value': None, 'text_value': 'In-vitro potency (all targets >30 µM with exception of ACES, H3, M2, NET)', 'type': 'Selectivity Remarks', 'units': None, 'value': None}, {'comments': None, 'relation': None, 'result_flag': 0, 'standard_relation': None, 'standard_text_value': 'https://www.thesgc.org/chemical-probes/NVS-MLLT-1', 'standard_type': 'Selectivity Source Knowledge', 'standard_units': None, 'standard_value': None, 'text_value': 'https://www.thesgc.org/chemical-probes/NVS-MLLT-1', 'type': 'Selectivity Source Knowledge', 'units': None, 'value': None}]",CHEMBL5213742,"Selectivity interaction (PSP Principial panel 20118+ (panel of GPCRs, transporter, and ion channels)) EUB0000283b ACHE",B,,,BAO_0000190,BAO_0000357,single protein format,C[C@H]1CCCN1Cc1nc2cc(NC(=O)c3ccc4cnccc4c3)ccc2[nH]1,,,CHEMBL5212743,,2023.0,"{'bei': '17.13', 'le': '0.31', 'lle': '2.25', 'sei': '8.93'}",CHEMBL4800073,,CHEMBL4800073,6.60,0,http://www.openphacts.org/units/Nanomolar,3898506,=,65,1,=,,IC50,nM,,250.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,250.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24958644,[],CHEMBL5215030,Inhibition of human AchE by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(NCCCCc2c3c(nc4cc(Cl)ccc24)CCCC3)c(NCCCCc2c3c(nc4ccc(Cl)cc24)CCCC3)c1=O,,,CHEMBL5214881,Eur J Med Chem,2021.0,"{'bei': '13.27', 'le': '0.26', 'lle': '0.39', 'sei': '10.36'}",CHEMBL5220250,,CHEMBL5220250,8.70,0,http://www.openphacts.org/units/Nanomolar,3898556,=,1,1,=,,IC50,nM,,2.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,2.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24958645,[],CHEMBL5215030,Inhibition of human AchE by spectrophotometric analysis,B,,,BAO_0000190,BAO_0000357,single protein format,O=c1c(NCCCCCCCc2c3c(nc4ccccc24)CCCC3)c(NCCCCCCCc2c3c(nc4ccccc24)CCCC3)c1=O,,,CHEMBL5214881,Eur J Med Chem,2021.0,"{'bei': '11.75', 'le': '0.22', 'lle': '-1.46', 'sei': '9.39'}",CHEMBL5219098,,CHEMBL5219098,7.89,0,http://www.openphacts.org/units/Nanomolar,3898575,=,1,1,=,,IC50,nM,,13.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,13.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24958938,[],CHEMBL5215131,Inhibition of AChE (unknown origin) using acetylcholine as substrate by BioTek Synergy HT microplate reader method,B,,,BAO_0000190,BAO_0000357,single protein format,C/C=C1\CN2CCc3c([nH]c4ccccc34)[C@@H]2C[C@@H]1/C(=C\OC)C(=O)OC,,,CHEMBL5214884,Eur J Med Chem,2021.0,,CHEMBL5219563,,CHEMBL5219563,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3898684,=,1,1,=,,IC50,ug.mL-1,,23.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,ug ml-1,UO_0000274,,23.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24958939,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.3333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '20.0'}]",CHEMBL5215132,Inhibition of AChE (unknown origin) incubated for 20 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,C=C[C@H]1COC(=O)C2=CN3CCc4c([nH]c5cccc(O[C@@H]6O[C@H](CO)[C@@H](O)[C@H](O)[C@H]6O)c45)[C@@H]3C[C@H]21,,,CHEMBL5214884,Eur J Med Chem,2021.0,,CHEMBL4458033,,CHEMBL4458033,,0,http://www.openphacts.org/units/MicrogramPerMilliliter,3898678,=,1,1,=,,IC50,ug.mL-1,,10.5,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,ug ml-1,UO_0000274,,10.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963145,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '27.43', 'le': '0.52', 'lle': '5.78', 'sei': '16.86'}",CHEMBL94,PHYSOSTIGMINE,CHEMBL94,7.55,1,http://www.openphacts.org/units/Nanomolar,3899793,=,1,1,=,,IC50,nM,,28.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,28.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963146,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC[C@@]2(C)c3cc(OC(=O)Nc4ccccc4)ccc3N(C)[C@@H]12,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '22.58', 'le': '0.42', 'lle': '3.95', 'sei': '17.00'}",CHEMBL74926,PHENSERINE,CHEMBL74926,7.62,0,http://www.openphacts.org/units/Nanomolar,3899795,=,1,1,=,,IC50,nM,,24.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,24.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963147,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN(C)[C@@H]2N3C)cc1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '16.13', 'le': '0.30', 'lle': '1.33', 'sei': '13.66'}",CHEMBL129837,4-ISOPROPYLPHENSERINE,CHEMBL129837,6.12,0,http://www.openphacts.org/units/Nanomolar,3899796,=,1,1,=,,IC50,nM,,758.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,758.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963148,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCN[C@@H]2N3)cc1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '19.80', 'le': '0.37', 'lle': '2.54', 'sei': '11.15'}",CHEMBL4089082,,CHEMBL4089082,6.96,1,http://www.openphacts.org/units/Nanomolar,3899797,=,1,1,=,,IC50,nM,,110.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,110.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963150,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CN1c2ccc(OC(=O)NCC3CCCCC3)cc2[C@]2(C)CCN(CCc3ccccc3)[C@H]12,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '12.52', 'le': '0.23', 'lle': '0.26', 'sei': '12.50'}",CHEMBL1081032,,CHEMBL1081032,5.60,0,http://www.openphacts.org/units/Nanomolar,3899801,=,1,1,=,,IC50,nM,,2500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,2500.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963151,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CCNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '28.27', 'le': '0.54', 'lle': '5.25', 'sei': '13.11'}",CHEMBL204895,,CHEMBL204895,7.44,0,http://www.openphacts.org/units/Nanomolar,3899803,=,1,1,=,,IC50,nM,,36.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,36.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963152,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)[C@]2(C)CCO[C@@H]2O3)cc1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '15.78', 'le': '0.29', 'lle': '0.76', 'sei': '9.82'}",CHEMBL206642,,CHEMBL206642,5.58,0,http://www.openphacts.org/units/Nanomolar,3899804,=,1,1,=,,IC50,nM,,2650.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,2650.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963153,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1O2,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '23.48', 'le': '0.43', 'lle': '3.64', 'sei': '13.45'}",CHEMBL426674,,CHEMBL426674,7.64,0,http://www.openphacts.org/units/Nanomolar,3899805,=,1,1,=,,IC50,nM,,23.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,23.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963154,[],CHEMBL5216357,Inhibition of AChE (unknown origin),B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1ccc(NC(=O)Oc2ccc3c(c2)C2(C)COC(C2)O3)cc1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '15.18', 'le': '0.28', 'lle': '0.55', 'sei': '9.45'}",CHEMBL178792,,CHEMBL178792,5.37,1,http://www.openphacts.org/units/Nanomolar,3899806,=,1,1,=,,IC50,nM,,4300.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4300.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963181,[],CHEMBL5216363,Inhibition of human erythrocyte AChE using acetyl-(beta-methyl)thiocholine as substrate by enzymatic assay,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1ccccc1NC(=O)Oc1ccc2c(c1)[C@]1(C)CCN(C)[C@@H]1N2C,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '22.73', 'le': '0.42', 'lle': '4.01', 'sei': '17.82'}",CHEMBL130458,TOLSERINE,CHEMBL130458,7.99,0,http://www.openphacts.org/units/Nanomolar,3899800,=,1,1,=,,IC50,nM,,10.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,10.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963185,[],CHEMBL5216366,Inhibition of human erythrocyte AChE using acetyl-(beta-methyl)thiocholine as substrate by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1ccc2c(c1)[C@]1(C)CCO[C@@H]1N2C,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '32.02', 'le': '0.60', 'lle': '6.54', 'sei': '16.53'}",CHEMBL205231,,CHEMBL205231,8.40,0,http://www.openphacts.org/units/Nanomolar,3899802,=,1,1,=,,IC50,nM,,4.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,4.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963215,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.1667', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '10.0'}]",CHEMBL5216373,Inhibition of human AChE using acetylthiocholine iodide as substrate preincubated for 10 mins followed by substrate addition by spectrophotometry,B,,,BAO_0000190,BAO_0000357,single protein format,CCOC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+](C)c1.O=C([O-])C(F)(F)F,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '26.88', 'le': '0.51', 'lle': '6.25', 'sei': '13.66'}",CHEMBL5219352,,CHEMBL5223030,8.15,0,http://www.openphacts.org/units/Nanomolar,3899817,=,1,1,=,,IC50,nM,,7.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,7.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963217,[],CHEMBL5216374,Inhibition of human AChE,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)c1cc2c(OC(=O)N(C)C)cccc2[n+]([11CH3])c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '26.61', 'le': '0.50', 'lle': '6.19', 'sei': '12.89'}",CHEMBL5220983,,CHEMBL4077952,7.70,0,http://www.openphacts.org/units/Nanomolar,3899819,=,1,1,=,,IC50,nM,,20.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963218,[],CHEMBL5216374,Inhibition of human AChE,B,,,BAO_0000190,BAO_0000357,single protein format,CCN1/C(=C/C(C)=O)Sc2ccc(OC(=O)OCCOCCNC(=O)c3cc4c(OC(=O)N(C)C)cccc4[n+](C)c3)cc21.COS(=O)(=O)[O-],,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '11.37', 'le': '0.22', 'lle': '3.04', 'sei': '5.56'}",CHEMBL5219350,,CHEMBL5223028,7.09,0,http://www.openphacts.org/units/Nanomolar,3899820,=,1,1,=,,IC50,nM,,81.4,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,81.4
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963219,[],CHEMBL5216374,Inhibition of human AChE,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(Oc1cc(O)c2c(=O)cc(-c3ccc(O)cc3)oc2c1)N1CCCCC1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '11.02', 'le': '0.21', 'lle': '0.34', 'sei': '4.20'}",CHEMBL5218491,,CHEMBL5218491,4.20,0,http://www.openphacts.org/units/Nanomolar,3899769,=,1,1,=,,IC50,nM,,62500.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,62.5
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963220,[],CHEMBL5216374,Inhibition of human AChE,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc2c1CCC1C2CCN1CCC1CCCCC1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '20.30', 'le': '0.38', 'lle': '2.76', 'sei': '17.41'}",CHEMBL5219452,,CHEMBL5219452,7.24,0,http://www.openphacts.org/units/Nanomolar,3899777,=,1,1,=,,IC50,nM,,58.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,58.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963221,[],CHEMBL5216374,Inhibition of human AChE,B,,,BAO_0000190,BAO_0000357,single protein format,CCC(C)(C)NCC(O)c1cc(O)cc(OC(=O)N(C)C)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '15.14', 'le': '0.29', 'lle': '2.44', 'sei': '5.73'}",CHEMBL5220560,,CHEMBL5220560,4.70,0,http://www.openphacts.org/units/Nanomolar,3899840,=,1,1,=,,IC50,nM,,20000.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,20.0
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963229,[],CHEMBL5216377,Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '21.33', 'le': '0.39', 'lle': '4.95', 'sei': '11.76'}",CHEMBL340427,XANTHOSTIGMINE,CHEMBL340427,9.52,1,http://www.openphacts.org/units/Nanomolar,3899822,=,1,1,=,,IC50,nM,,0.3,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.3
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963230,[],CHEMBL5216377,Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CCN(C)C(=O)Oc1cccc(CN2CCC(CCC(=O)c3cc(Cl)c(N)cc3OC)CC2)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '11.03', 'le': '0.22', 'lle': '0.12', 'sei': '6.32'}",CHEMBL5220228,,CHEMBL5220228,5.38,0,http://www.openphacts.org/units/Nanomolar,3899832,=,1,1,=,,IC50,nM,,4150.0,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,uM,UO_0000065,,4.15
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963239,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5833', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '35.0'}]",CHEMBL5216381,Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 5 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc3c(=O)c4ccccc4oc3c2)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '14.50', 'le': '0.27', 'lle': '1.16', 'sei': '9.00'}",CHEMBL189957,,CHEMBL189957,7.29,0,http://www.openphacts.org/units/Nanomolar,3899792,=,1,1,=,,IC50,nM,,51.6,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,51.6
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963240,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.5833', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '35.0'}]",CHEMBL5216381,Inhibition of human erythrocyte AChE using acetylthiocholine iodide as substrate preincubated for 30 mins followed by substrate addition measured after 5 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CN(CCCOc1ccc2c(=O)c3ccccc3oc2c1)Cc1cccc(OC(=O)NCCCCCCCCCN2CCOCC2)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '12.50', 'le': '0.23', 'lle': '1.05', 'sei': '8.61'}",CHEMBL127857,,CHEMBL127857,8.05,0,http://www.openphacts.org/units/Nanomolar,3899763,=,1,1,=,,IC50,nM,,8.9,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,8.9
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963241,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.4167', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '25.0'}]",CHEMBL5216382,Inhibition of recombinant human serum AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition measured after 5 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc3c(c2)O/C(=C\c2cc(OC)c(OC)c(OC)c2)C3=O)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '15.35', 'le': '0.29', 'lle': '3.16', 'sei': '8.86'}",CHEMBL5220283,,CHEMBL5220283,9.28,0,http://www.openphacts.org/units/Nanomolar,3899764,=,1,1,=,,IC50,nM,,0.52,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.52
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963242,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.4167', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '25.0'}]",CHEMBL5216382,Inhibition of recombinant human serum AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition measured after 5 mins by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCCCCOc2ccc(C(=O)/C=C/c3cc(OC)c(OC)c(OC)c3)c(O)c2)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '14.63', 'le': '0.28', 'lle': '2.78', 'sei': '7.67'}",CHEMBL5218900,,CHEMBL5218900,8.88,0,http://www.openphacts.org/units/Nanomolar,3899765,=,1,1,=,,IC50,nM,,1.33,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,1.33
"{'action_type': 'INHIBITOR', 'description': 'Negatively effects (inhibits) the normal functioning of the protein e.g., prevention of enzymatic reaction or activation of downstream pathway', 'parent_type': 'NEGATIVE MODULATOR'}",,24963249,"[{'comments': None, 'relation': '=', 'result_flag': 0, 'standard_relation': '=', 'standard_text_value': None, 'standard_type': 'TIME', 'standard_units': 'hr', 'standard_value': '0.3333', 'text_value': None, 'type': 'Time', 'units': 'min', 'value': '20.0'}]",CHEMBL5216385,Inhibition of recombinant human serum AChE using acetylthiocholine iodide as substrate preincubated for 20 mins followed by substrate addition by Ellman's method,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)Oc1cccc(CN(C)CCCCCCCOc2ccc(-c3cc(=O)c4ccccc4o3)cc2)c1,,,CHEMBL5214927,Eur J Med Chem,2022.0,"{'bei': '17.28', 'le': '0.32', 'lle': '2.50', 'sei': '11.28'}",CHEMBL5218632,,CHEMBL5218632,9.14,0,http://www.openphacts.org/units/Nanomolar,3899816,=,1,1,=,,IC50,nM,,0.73,CHEMBL220,Homo sapiens,Acetylcholinesterase,9606,,,IC50,nM,UO_0000065,,0.73
